ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
449238520,9780449238523,TALES OF S PACIFIC-3,James A Michener,http://www.openisbn.com/cover/0449238520_72.jpg,Fawcett,0,,
394551540,9780394551548,Alaska,James A Michener,http://www.openisbn.com/cover/0394551540_72.jpg,Random House,868,,
449221873,9780449221877,Mexico,James A Michener,http://www.openisbn.com/cover/0449221873_72.jpg,Fawcett,672,,
449206521,9780449206522,Tales Of The South Pacific,James A Michener,http://www.openisbn.com/cover/0449206521_72.jpg,Fawcett,384,,
449217493,9780449217498,Caribbean,James A Michener,http://www.openisbn.com/cover/0449217493_72.jpg,Fawcett,832,,
449214192,9780449214190,Centennial,James A Michener,http://www.openisbn.com/cover/0449214192_72.jpg,Fawcett,1056,,
449206513,9780449206515,The Bridges At Toko-Ri,James A Michener,http://www.openisbn.com/cover/0449206513_72.jpg,Fawcett,128,,
449244741,9780449244746,The Covenant,James A Michener,,,,,
449238598,9780449238592,Source,James A Michener,http://www.openisbn.com/cover/0449238598_72.jpg,Fawcett,0,,
449234940,9780449234945,Centennial,James A Michener,http://www.openisbn.com/cover/0449234940_72.jpg,Fawcett Crest Books,,,
449220923,9780449220924,Creatures Of The Kingdom,James A Michener,http://www.openisbn.com/cover/0449220923_72.jpg,Fawcett,0,,
449210928,9780449210925,Texas,James A Michener,http://www.openisbn.com/cover/0449210928_72.jpg,Fawcett,1322,,
812534379,9780812534375,My Lost Mexico,James A Michener,http://www.openisbn.com/cover/0812534379_72.jpg,Forge Books,224,,
449239594,9780449239599,Caravans 1,James A Michener,http://www.openisbn.com/cover/0449239594_72.jpg,Fawcett,0,,
449206505,9780449206508,Return To Paradise,James A Michener,http://www.openisbn.com/cover/0449206505_72.jpg,Fawcett,416,,
449214206,9780449214206,The Covenant,James A Michener,http://www.openisbn.com/cover/0449214206_72.jpg,Fawcett,1248,,
812513010,9780812513011,The Eagle And The Raven,James A Michener,http://www.openisbn.com/cover/0812513010_72.jpg,Tor Books,256,,
394450779,9780394450773,The Voice Of Asia,James A Michener,http://www.openisbn.com/cover/0394450779_72.jpg,Random House,338,,
449232042,9780449232040,SPORTS IN AMERICA,James A Michener,http://www.openisbn.com/cover/0449232042_72.jpg,Fawcett,0,,
449211479,9780449211472,SOURCE,James A Michener,http://www.openisbn.com/cover/0449211479_72.jpg,Ballantine,0,,
449237613,9780449237618,Hawaii,James A Michener,http://www.openisbn.com/cover/0449237613_72.jpg,Fawcett,1139,,
394505050,9780394505053,The Covenant: A Novel,James A Michener,http://www.openisbn.com/cover/0394505050_72.jpg,Random House,877,,
878579109,9780878579105,Pilgrimage: A Memoir Of Poland And Rome,James A Michener,,,,,
449203158,9780449203156,Chesapeake,James A Michener,http://www.openisbn.com/cover/0449203158_72.jpg,Fawcett,1083,,
394565614,9780394565613,Caribbean,James A Michener,http://www.openisbn.com/cover/0394565614_72.jpg,Random House,672,,
785728473,9780785728474,Hawaii Hawaii,James A Michener,http://www.openisbn.com/cover/0785728473_72.jpg,Turtleback Books: A Division Of Sanval,1056,,
394500792,9780394500799,Chesapeake,James A Michener,http://www.openisbn.com/cover/0394500792_72.jpg,Random House,865,,
039455695X,9780394556956,Chesapeake,James A Michener,http://www.openisbn.com/cover/039455695X_72.jpg,Random House Audiobooks,0,,
843951710,9780843951714,Possessions,James A Moore,http://www.openisbn.com/cover/0843951710_72.jpg,Leisure Books,339,,
375701230,9780375701238,A Death In The Family,James Agee,http://www.openisbn.com/cover/0375701230_72.jpg,Vintage,320,,
345338545,9780345338549,Follow The River,JAMES ALEXANDER Thom,http://www.openisbn.com/cover/0345338545_72.jpg,Ballantine Books,416,,
345380746,9780345380746,Long Knife,JAMES ALEXANDER Thom,http://www.openisbn.com/cover/0345380746_72.jpg,Ballantine Books,512,,
345334515,9780345334510,From Sea To Shining Sea,JAMES ALEXANDER Thom,http://www.openisbn.com/cover/0345334515_72.jpg,Ballantine Books,896,,
059042792X,9780590427920,My Brother Sam Is Dead (A Newberry Honor Book),James And Chris Collier,http://www.openisbn.com/cover/059042792X_72.jpg,Scholastic Paperbacks,224,,
373638167,9780373638161,Savage Sun,James Axler,http://www.openisbn.com/cover/0373638167_72.jpg,Gold Eagle,352,,
373638078,9780373638079,Earth Blood (Earthblood #1),James Axler,http://www.openisbn.com/cover/0373638078_72.jpg,Gold Eagle,349,,
373638388,9780373638383,Talon And Fang (Outlanders #25),James Axler,http://www.openisbn.com/cover/0373638388_72.jpg,Gold Eagle,352,,
886772214,9780886772215,Trekmaster,James B Johnson,http://www.openisbn.com/cover/0886772214_72.jpg,DAW,1,,
964858401,9780964858404,North Carolina : A Guide To Backcountry Travel and Adventure,James Bannon,http://www.openisbn.com/cover/0964858401_72.jpg,Out There Press,387,,
575073314,9780575073319,Shadowheart: Legends Of The Raven (Legends Of The Raven (Gollancz)),James Barclay,http://www.openisbn.com/cover/0575073314_72.jpg,Gollancz,480,,
575073004,9780575073005,Nightchild (Chronicles Of The Raven 3),James Barclay,http://www.openisbn.com/cover/0575073004_72.jpg,Orion Paperbacks,544,,
679755047,9780679755043,Beard On Bread,James Beard,http://www.openisbn.com/cover/0679755047_72.jpg,Knopf,256,,
345438353,9780345438355,A Case Of Conscience (Del Rey Impact),James Blish,http://www.openisbn.com/cover/0345438353_72.jpg,Del Rey,256,,
553252526,9780553252521,Star Trek 12,James Blish,http://www.openisbn.com/cover/0553252526_72.jpg,Spectra,0,,
553121111,9780553121117,Star Trek 9,James Blish,http://www.openisbn.com/cover/0553121111_72.jpg,Bantam Books,0,,
312123337,9780312123338,Lost Rights: The Destruction Of American Liberty,James Bovard,http://www.openisbn.com/cover/0312123337_72.jpg,Palgrave Macmillan,416,,
805064478,9780805064476,Wrack: A Novel,James Bradley,http://www.openisbn.com/cover/0805064478_72.jpg,Holt Paperbacks,352,,
805421351,9780805421354,Rich Mullins: An Arrow Pointing To Heaven,James Bryan Smith,,,,,
316116025,9780316116022,The Pinball Effect: How Renaissance Water Gardens Made The Carburetor Possible-and Other Journeys Through Knowledge (Pinball Effect),James Burke,http://www.openisbn.com/cover/0316116025_72.jpg,Little Brown and Co,0,,
316116726,9780316116725,Connections,James Burke,http://www.openisbn.com/cover/0316116726_72.jpg,Little Brown and Co (P),304,,
887307396,9780887307393,Built To Last: Successful Habits Of Visionary Companies,James C Collins,,,,,
084236661X,9780842366618,The Strong-Willed Child,James C Dobson,,,,,
084235266X,9780842352666,Bringing Up Boys: Practical Advice And Encouragement For Those Shaping The Next Generation Of Men,James C Dobson,http://www.openisbn.com/cover/084235266X_72.jpg,Tyndale House Publishers,,,
842359249,9780842359245,The Strong-Willed Child,James C Dobson,http://www.openisbn.com/cover/0842359249_72.jpg,Living Books,352,,
553228412,9780553228410,Dare To Discipline,James C Dobson,http://www.openisbn.com/cover/0553228412_72.jpg,Bantam Books,0,,
1562650033,9781562650032,God's Tribesman: The Rochunga Pudaite Story,James C Hefley,,,,,
130139165,9780130139160,Introduction To Fire Prevention (5th Edition),James C Robertson,http://www.openisbn.com/cover/0130139165_72.jpg,Prentice Hall,265,,
316130133,9780316130134,Family Trade,James Carroll,http://www.openisbn.com/cover/0316130133_72.jpg,Little Brown and Co (T),417,,
451162897,9780451162892,Firebird (Signet),James Carroll,http://www.openisbn.com/cover/0451162897_72.jpg,Signet,1,,
684857340,9780684857343,And The Horse He Rode In On,James Carville,http://www.openisbn.com/cover/0684857340_72.jpg,Simon and Schuster,0,,
078212223X,9780782122237,McSe: Nt Workstation 4 Study Guide,James Chellis,,,,,
3442356180,9783442356188,Shogun.,James Clavell,,,,,
044021680X,9780440216803,Gai-Jin,James Clavell,http://www.openisbn.com/cover/044021680X_72.jpg,Dell,1248,,
440178002,9780440178002,Shogun,James Clavell,http://www.openisbn.com/cover/0440178002_72.jpg,Dell,1152,,
340654163,9780340654163,Escape: The Love Story From Whirlwind,James Clavell,http://www.openisbn.com/cover/0340654163_72.jpg,Hodder and Stoughton,584,,
440164842,9780440164845,Noble House,James Clavell,http://www.openisbn.com/cover/0440164842_72.jpg,Dell,1376,,
440145465,9780440145462,King Rat,James Clavell,http://www.openisbn.com/cover/0440145465_72.jpg,Dell,480,,
688066631,9780688066635,Whirlwind,James Clavell,http://www.openisbn.com/cover/0688066631_72.jpg,William Morrow and Co,1147,,
340268778,9780340268773,Noble House (Coronet Books),James Clavell,http://www.openisbn.com/cover/0340268778_72.jpg,Trafalgar Square,1435,,
380703122,9780380703128,Whirlwind,James Clavell,http://www.openisbn.com/cover/0380703122_72.jpg,Avon Books (Mm),316,,
1570623392,9781570623394,A Troubadour's Testament,James Cowan,http://www.openisbn.com/cover/1570623392_72.jpg,Shambhala,198,,
138199051,9780138199050,Social Inequality In Canada Patterns Problems Policies,James Curtis,http://www.openisbn.com/cover/0138199051_72.jpg,Prentice Hall,565,,
310239397,9780310239390,Essential Christianity,James D Berkley,http://www.openisbn.com/cover/0310239397_72.jpg,Zondervan,160,,
553272586,9780553272581,Farewell To Manzanar,James D Houston,,,,,
505516292,9780505516299,Bullwhacker,James D Nichols,http://www.openisbn.com/cover/0505516292_72.jpg,Dorchester Publishing Company,,,
451624769,9780451624765,The Double Helix (Mentor Series),James D Watson,http://www.openisbn.com/cover/0451624769_72.jpg,Signet,0,,
440318688,9780440318682,Deliverance,James Dickey,http://www.openisbn.com/cover/0440318688_72.jpg,Laurel,0,,
880701749,9780880701747,Love For A Lifetime: Building A Marriage That Will Go The Distance,James Dobson,http://www.openisbn.com/cover/0880701749_72.jpg,Multnomah Books,125,,
830709967,9780830709960,Emotions: Can You Trust Them?,James Dobson,http://www.openisbn.com/cover/0830709967_72.jpg,Gospel Light Pubns,0,,
801062500,9780801062506,Leadership In Christian Ministry,James E Means,http://www.openisbn.com/cover/0801062500_72.jpg,Baker Pub Group,209,,
764550039,9780764550034,Chess For Dummies,James Eade,http://www.openisbn.com/cover/0764550039_72.jpg,For Dummies,362,,
1557044791,9781557044792,Finding Forrester: A Novel,James Ellison,http://www.openisbn.com/cover/1557044791_72.jpg,It Books,192,,
804114498,9780804114493,American Tabloid,James Ellroy,http://www.openisbn.com/cover/0804114498_72.jpg,Ivy Books,544,,
354824789X,9783548247892,Browns Grabgesang,James Ellroy,http://www.openisbn.com/cover/354824789X_72.jpg,Ullstein Taschenbuch,383,,
446674249,9780446674249,L.A. Confidential,James Ellroy,http://www.openisbn.com/cover/0446674249_72.jpg,Warner Books,496,,
679762051,9780679762058,My Dark Places,James Ellroy,http://www.openisbn.com/cover/0679762051_72.jpg,Vintage,427,,
912608951,9780912608952,Phantom Of The Pines: More Tales Of The Jersey Devil,James F McCloy,,,,,
912608110,9780912608112,The Jersey Devil,James F McCloy,,,,,
157765692X,9781577656920,Last Of The Mohicans (Great Illustrated Classics),James Fenimore Cooper,http://www.openisbn.com/cover/157765692X_72.jpg,Abdo Publishing Company,240,,
553213296,9780553213294,The Last Of The Mohicans (Bantam Classics),James Fenimore Cooper,http://www.openisbn.com/cover/0553213296_72.jpg,Bantam Classics,432,,
375757643,9780375757648,The Last Of The Mohicans (Modern Library Classics),James Fenimore Cooper,,,,,
684836491,9780684836492,Apocalypse Wow,James Finn Garner,http://www.openisbn.com/cover/0684836491_72.jpg,Simon and Schuster,176,,
002542730X,9780025427303,Politically Correct Bedtime Stories: Modern Tales For Our Life and Times,James Finn Garner,http://www.openisbn.com/cover/002542730X_72.jpg,John Wiley and Sons Inc,79,,
28604199,9780028604190,Once Upon A More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,http://www.openisbn.com/cover/0028604199_72.jpg,John Wiley and Sons Inc,96,,
1561003913,9781561003914,Politically Correct Bedtime Stories,James Finn Garner,,,,,
28604202,9780028604206,Politically Correct Holiday Stories: For An Enlightened Yuletide Season,James Finn Garner,http://www.openisbn.com/cover/0028604202_72.jpg,John Wiley and Sons Inc,99,,
786866764,9780786866762,The Temple Of Optimism,James Fleming,http://www.openisbn.com/cover/0786866764_72.jpg,Miramax Books,316,,
684808129,9780684808123,Five Sisters: The Langhornes Of Virginia,James Fox,http://www.openisbn.com/cover/0684808129_72.jpg,Simon and Schuster,496,,
039472366X,9780394723662,WHITE MISCHIEF,James Fox,http://www.openisbn.com/cover/039472366X_72.jpg,Vintage,299,,
553140175,9780553140170,The Simple Solution To Rubik's Cube,James G Nourse,http://www.openisbn.com/cover/0553140175_72.jpg,Bantam Books,,,
140092501,9780140092509,Chaos: Making A New Science,James Gleick,http://www.openisbn.com/cover/0140092501_72.jpg,Penguin (Non-Classics),352,,
380711516,9780380711512,Fulton County,James Goldman,http://www.openisbn.com/cover/0380711516_72.jpg,Avon Books (Mm),0,,
471213020,9780471213024,Mastering Jakarta Struts,James Goodwill,http://www.openisbn.com/cover/0471213020_72.jpg,Wiley,360,,
929587081,9780929587080,Men And Brethren,James Gould Cozzens,http://www.openisbn.com/cover/0929587081_72.jpg,Ivan R Dee,191,,
089256265X,9780892562657,Know Your Own Mind,James Greene,,,,,
61097489,9780061097485,The Abduction,James Grippando,http://www.openisbn.com/cover/0061097489_72.jpg,Avon,512,,
006109286X,9780061092862,The Pardon (Jack Swyteck),James Grippando,http://www.openisbn.com/cover/006109286X_72.jpg,Harper,336,,
61097624,9780061097621,Found Money,James Grippando,http://www.openisbn.com/cover/0061097624_72.jpg,Avon,480,,
751370312,9780751370317,Dinotopia: The World Beneath,James Gurney,http://www.openisbn.com/cover/0751370312_72.jpg,Dorling Kindersley Publishers Ltd,160,,
1931686408,9781931686402,Escape From Fire Island!,James H English,http://www.openisbn.com/cover/1931686408_72.jpg,Quirk Books,144,,
671578510,9780671578510,Telzey Amberdon (Telzey Amberdon (Baen)),James H Schmitz,http://www.openisbn.com/cover/0671578510_72.jpg,Baen,448,,
802730981,9780802730985,You Have Yourself A Deal,James Hadley Chase,http://www.openisbn.com/cover/0802730981_72.jpg,Walker and Co,0,,
99759713,9780099759713,Rancid Aluminum,James Hawes,http://www.openisbn.com/cover/0099759713_72.jpg,Trafalgar Square,320,,
330376136,9780330376136,Once,James Herbert,http://www.openisbn.com/cover/0330376136_72.jpg,Pan Books,480,,
61057819,9780061057816,'48,James Herbert,http://www.openisbn.com/cover/0061057819_72.jpg,Eos,448,,
450547434,9780450547430,Creed,James Herbert,http://www.openisbn.com/cover/0450547434_72.jpg,Hodder Paperback,368,,
553205587,9780553205589,The Lord God Made Them All,James Herriot,http://www.openisbn.com/cover/0553205587_72.jpg,Bantam,373,,
553266055,9780553266054,All Things Wise And Wonderful,James Herriot,http://www.openisbn.com/cover/0553266055_72.jpg,Bantam,440,,
312168748,9780312168742,James Herriot's Animal Stories,James Herriot,http://www.openisbn.com/cover/0312168748_72.jpg,St. Martin's Press,160,,
312901437,9780312901431,James Herriots Dog Stories,James Herriot,http://www.openisbn.com/cover/0312901437_72.jpg,St Martins Press,503,,
553122509,9780553122503,All Creatures Great And Small,James Herriot,http://www.openisbn.com/cover/0553122509_72.jpg,Bantam Doubleday Dell,499,,
312020317,9780312020316,All Things Wise And Wonderful,James Herriot,http://www.openisbn.com/cover/0312020317_72.jpg,St. Martin's Press,432,,
553204572,9780553204575,All Things Wise And Wonderful,James Herriot,http://www.openisbn.com/cover/0553204572_72.jpg,Bantam,0,,
553138596,9780553138597,All Creatures Great And Small,James Herriot,http://www.openisbn.com/cover/0553138596_72.jpg,Bantam Doubleday Dell,0,,
312021690,9780312021696,Blossom Comes Home,James Herriot,,,,,
312549059,9780312549053,Moses The Kitten,James Herriot,,,,,
553110004,9780553110005,All Things Bright And Beautiful,James Herriot,http://www.openisbn.com/cover/0553110004_72.jpg,Bantam Doubleday Dell,0,,
312950586,9780312950583,Every Living Thing,James Herriot,http://www.openisbn.com/cover/0312950586_72.jpg,St. Martin's Paperbacks,342,,
312966199,9780312966195,All Things Bright And Beautiful,James Herriot,http://www.openisbn.com/cover/0312966199_72.jpg,St. Martin's Paperbacks,438,,
553268120,9780553268126,All Creatures Great And Small,James Herriot,http://www.openisbn.com/cover/0553268120_72.jpg,Bantam,499,,
312925581,9780312925581,James Herriot's Dog Stories: Warm And Wonderful Stories About The Animals Herriot Loves Best,James Herriot,http://www.openisbn.com/cover/0312925581_72.jpg,St. Martin's Paperbacks,544,,
553204343,9780553204346,All Creatures Great And Small,James Herriot,http://www.openisbn.com/cover/0553204343_72.jpg,Bantam,0,,
312113420,9780312113421,James Herriot's Cat Stories,James Herriot,,,,,
446673714,9780446673716,The Soul's Code: In Search Of Character And Calling,James Hillman,http://www.openisbn.com/cover/0446673714_72.jpg,Grand Central Publishing,352,,
62504096,9780062504098,We'Ve Had A Hundred Years Of Psychotherapy And The World's Getting Worse,James Hillman,,,,,
891095578,9780891095576,Among Friends: You Can Help Make Your Church A Warmer Place,James Hinkle,,,,,
745916147,9780745916149,The Transforming Friendship,James Houston,http://www.openisbn.com/cover/0745916147_72.jpg,Lion Publishing Corporation. Batavia,,,
380704900,9780380704903,Nighty-Nightmare (Bunnicula),James Howe,http://www.openisbn.com/cover/0380704900_72.jpg,Simon and Schuster Merchandise and,121,,
689835337,9780689835339,The Watcher,James Howe,http://www.openisbn.com/cover/0689835337_72.jpg,Simon Pulse,192,,
380690543,9780380690541,The Celery Stalks At Midnight,James Howe,http://www.openisbn.com/cover/0380690543_72.jpg,Avon Books (Mm),111,,
380645432,9780380645435,Howliday Inn (Bunnicula),James Howe,,,,,
330480952,9780330480956,Sleeping Partner,James Humphreys,http://www.openisbn.com/cover/0330480952_72.jpg,Pan Macmillan,368,,
312287712,9780312287719,The Lecturer's Tale: A Novel,James Hynes,http://www.openisbn.com/cover/0312287712_72.jpg,Picador,400,,
380005239,9780380005239,Go Ask Alice,James Jennings,,,,,
385333641,9780385333641,From Here To Eternity,James Jones,http://www.openisbn.com/cover/0385333641_72.jpg,Delta,864,,
3518111000,9783518111000,Ulysses,James Joyce,,,,,
486268705,9780486268705,Dubliners (Dover Thrift Editions),James Joyce,,,,,
141182458,9780141182452,Dubliners (Penguin Modern Classics),James Joyce,http://www.openisbn.com/cover/0141182458_72.jpg,Penguin Books,,,
553213806,9780553213805,The Dubliners,James Joyce,,,,,
1853260061,9781853260063,Portrait Of The Artist As A Young Man (Wordsworth Classics) (Wadsworth Collection),James Joyce,http://www.openisbn.com/cover/1853260061_72.jpg,Wordsworth Editions Ltd,272,,
057106700X,9780571067008,Finnegans Wake (Faber Paper Covered Edition),James Joyce,,,,,
140622306,9780140622300,Portrait Of The Artist As A Young Man (Penguin Popular Classics),James Joyce,http://www.openisbn.com/cover/0140622306_72.jpg,Penguin Popular Classics,288,,
141182806,9780141182803,Ulysses (Modern Classics (Penguin)),James Joyce,,,,,
679722769,9780679722762,Ulysses,James Joyce,http://www.openisbn.com/cover/0679722769_72.jpg,Vintage,783,,
140186832,9780140186833,A Portrait Of The Artist As A Young Man (Twentieth-Century Classics),James Joyce,,,,,
2070385698,9782070385690,Portrait De L'artiste En Jeune Homme,James Joyce,,,,,
3518115243,9783518115244,Finnegans Wake: Gesammelte Annaherungen (edition Suhrkamp),James Joyce,,,,,
140155058,9780140155051,Dubliners (Viking Critical Library),James Joyce,http://www.openisbn.com/cover/0140155058_72.jpg,Penguin (Non-Classics),512,,
345307674,9780345307675,Star Wars : Return Of The Jedi,James Kahn,http://www.openisbn.com/cover/0345307674_72.jpg,LucasBooks,192,,
446328413,9780446328418,The Goonies,James Kahn,http://www.openisbn.com/cover/0446328413_72.jpg,Warner Books,0,,
843953276,9780843953275,Black Fire,James Kidman,http://www.openisbn.com/cover/0843953276_72.jpg,Leisure Books,339,,
345421825,9780345421821,The First Immortal: A Novel Of The Future,James L Halperin,http://www.openisbn.com/cover/0345421825_72.jpg,Del Rey,432,,
786889705,9780786889709,Two For Texas,James Lee Burke,http://www.openisbn.com/cover/0786889705_72.jpg,Hyperion,160,,
786889047,9780786889044,BURNING ANGEL (Dave Robicheaux Mysteries),James Lee Burke,http://www.openisbn.com/cover/0786889047_72.jpg,Hyperion,464,,
743411439,9780743411431,Bitterroot,James Lee Burke,http://www.openisbn.com/cover/0743411439_72.jpg,Pocket Books,480,,
385488424,9780385488426,Sunset Limited,James Lee Burke,http://www.openisbn.com/cover/0385488424_72.jpg,Doubleday,320,,
743244710,9780743244718,White Doves At Morning,James Lee Burke,http://www.openisbn.com/cover/0743244710_72.jpg,Simon and Schuster,320,,
380712040,9780380712045,Black Cherry Blues: A Dave Robicheaux Novel,James Lee Burke,http://www.openisbn.com/cover/0380712040_72.jpg,Avon,384,,
786889306,9780786889303,Cimarron Rose (Billy Bob Holland),James Lee Burke,http://www.openisbn.com/cover/0786889306_72.jpg,Hyperion,416,,
786860820,9780786860821,Burning Angel: A Novel (Dave Robicheaux Mysteries),James Lee Burke,,,,,
743204832,9780743204835,Bitterroot,James Lee Burke,http://www.openisbn.com/cover/0743204832_72.jpg,Simon and Schuster,336,,
743411447,9780743411448,Jolie Blon's Bounce,James Lee Burke,,,,,
385488440,9780385488440,Purple Cane Road,James Lee Burke,http://www.openisbn.com/cover/0385488440_72.jpg,Doubleday,352,,
786881011,9780786881017,The Lost Get-Back Boogie,James Lee Burke,http://www.openisbn.com/cover/0786881011_72.jpg,Hyperion,240,,
440224012,9780440224013,Heartwood (Billy Bob Boy Howdy),James Lee Burke,http://www.openisbn.com/cover/0440224012_72.jpg,Island Books,400,,
786880112,9780786880119,Two For Texas,James Lee Burke,http://www.openisbn.com/cover/0786880112_72.jpg,Hyperion,160,,
038072121X,9780380721214,In The Electric Mist With Confederate Dead,James Lee Burke,http://www.openisbn.com/cover/038072121X_72.jpg,Avon,384,,
743449193,9780743449199,Heaven's Prisoners (Dave Robicheaux Mysteries),James Lee Burke,http://www.openisbn.com/cover/0743449193_72.jpg,Pocket Books,320,,
1585790087,9781585790081,Another Self,James Lees-Milne,http://www.openisbn.com/cover/1585790087_72.jpg,Bloomsbury Pub Ltd,0,,
671851047,9780671851040,Game Ten Pb,James Long,http://www.openisbn.com/cover/0671851047_72.jpg,Pocket Books,304,,
1857988027,9781857988024,Hope (Gollancz Sf S.),James Lovegrove,http://www.openisbn.com/cover/1857988027_72.jpg,Gollancz,240,,
1560766263,9781560766261,Prince Of Lies (Forgotten Realms),James Lowder,http://www.openisbn.com/cover/1560766263_72.jpg,Wizards Of The Coast,384,,
1853673110,9781853673115,War On Eastern Front (Greenhill Military Paperbacks),James Lucas,http://www.openisbn.com/cover/1853673110_72.jpg,Greenhill Books,224,,
345442989,9780345442987,Star Wars: Cloak Of Deception,James Luceno,http://www.openisbn.com/cover/0345442989_72.jpg,LucasBooks,342,,
679723226,9780679723226,Double Indemnity,James M Cain,http://www.openisbn.com/cover/0679723226_72.jpg,Vintage,115,,
679723250,9780679723257,The Postman Always Rings Twice,James M Cain,http://www.openisbn.com/cover/0679723250_72.jpg,Vintage,128,,
1400047943,9781400047949,The 5 Patterns Of Extraordinary Careers: The Guide For Achieving Success And Satisfaction (Crown Business Briefings),James M Citrin,,,,,
205319149,9780205319145,Sociology: A Down-to-Earth Approach With SuperSite (5th Edition),James M Henslin,http://www.openisbn.com/cover/0205319149_72.jpg,Allyn and Bacon,728,,
787902691,9780787902698,The Leadership Challenge: How To Keep Getting Extraordinary Things Done In Organizations,James M Kouzes,,,,,
195038630,9780195038637,Battle Cry Of Freedom: The Civil War Era (The Oxford History Of The United States),James M McPherson,http://www.openisbn.com/cover/0195038630_72.jpg,Oxford University Press,,,
394312066,9780394312064,Ordeal By Fire: The Civil War And Reconstruction,James M McPherson,,,,,
760700761,9780760700761,The Constitution Of The United States Of America,James Madison,http://www.openisbn.com/cover/0760700761_72.jpg,Barnes and Noble Inc,128,,
395280060,9780395280065,George And Martha Rise And Shine,James Marshall,http://www.openisbn.com/cover/0395280060_72.jpg,Sandpiper,48,,
1569715416,9781569715413,Buffy The Vampire Slayer: Spike and Dru,James Marsters,,,,,
131654233,9780131654235,Computer Data-Base Organization (Prentice-Hall Series In Automatic Computation),James Martin,http://www.openisbn.com/cover/0131654233_72.jpg,Prentice Hall,712,,
137089171,9780137089178,Principles Of Data-Base Management,James Martin,http://www.openisbn.com/cover/0137089171_72.jpg,Prentice Hall,320,,
1573225789,9781573225786,The Color Of Water: A Black Man's Tribute To His White Mother,James McBride,http://www.openisbn.com/cover/1573225789_72.jpg,Riverhead Trade,336,,
1573222127,9781573222129,Miracle At St. Anna,James McBride,http://www.openisbn.com/cover/1573222127_72.jpg,Riverhead Hardcover,228,,
1573229717,9781573229715,Miracle At St. Anna,James McBride,http://www.openisbn.com/cover/1573229717_72.jpg,Riverhead Trade,320,,
940322978,9780940322974,Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,,,,,
3471794484,9783471794487,Quattrocento,James McKean,http://www.openisbn.com/cover/3471794484_72.jpg,List,0,,
702228842,9780702228841,A Bridge To Wiseman's Cove (Uqp Young Adult Fiction),James Moloney,http://www.openisbn.com/cover/0702228842_72.jpg,Univ Of Queensland Pr,241,,
802413978,9780802413970,Christ's Call To Discipleship,James Montgomery Boice,http://www.openisbn.com/cover/0802413978_72.jpg,Moody Press,170,,
157322135X,9781573221351,The Distance To The Moon: A Road Trip Into The American Dream,James Morgan,http://www.openisbn.com/cover/157322135X_72.jpg,Riverhead Hardcover,285,,
156002108,9780156002103,Towing Jehovah (Harvest Book),James Morrow,http://www.openisbn.com/cover/0156002108_72.jpg,Mariner Books,384,,
312010443,9780312010447,How To Write A Damn Good Novel: A Step-by-Step No Nonsense Guide To Dramatic Storytelling,James N Frey,http://www.openisbn.com/cover/0312010443_72.jpg,St. Martin's Press,192,,
671731866,9780671731861,Unfinished Murder: The Capture Of A Serial Rapist,James Neff,http://www.openisbn.com/cover/0671731866_72.jpg,Pocket,368,,
1885211686,9781885211682,Travelers' Tales Tuscany: True Stories,James O'Reilly,,,,,
805042768,9780805042764,Debt Free!: Your Guide To Personal Bankruptcy Without Shame,James P Caher,,,,,
345289072,9780345289070,Inherit The Stars,James P Hogan,http://www.openisbn.com/cover/0345289072_72.jpg,Del Rey,0,,
671318403,9780671318406,The Legend That Was Earth,James P Hogan,http://www.openisbn.com/cover/0671318403_72.jpg,Baen,512,,
345275187,9780345275189,Thrice Upon A Time,James P Hogan,http://www.openisbn.com/cover/0345275187_72.jpg,Ballantine Books,310,,
055325698X,9780553256987,The Proteus Operation,James P Hogan,http://www.openisbn.com/cover/055325698X_72.jpg,Bantam Books,407,,
138153094,9780138153090,Soccer Drills For Individual And Team Play,James P McGettigan,http://www.openisbn.com/cover/0138153094_72.jpg,Parker,240,,
446612545,9780446612548,The Beach House,James Patterson,,,,,
316602906,9780316602907,The Big Bad Wolf,James Patterson,http://www.openisbn.com/cover/0316602906_72.jpg,Little,,,
316693006,9780316693004,Four Blind Mice (Alex Cross),James Patterson,http://www.openisbn.com/cover/0316693006_72.jpg,Little,,,
446605484,9780446605489,Roses Are Red (Alex Cross),James Patterson,http://www.openisbn.com/cover/0446605484_72.jpg,Vision,416,,
446364193,9780446364195,Along Came A Spider,James Patterson,http://www.openisbn.com/cover/0446364193_72.jpg,Grand Central Publishing,528,,
316969443,9780316969444,Suzanne's Diary For Nicholas,James Patterson,http://www.openisbn.com/cover/0316969443_72.jpg,Little,,,
316693200,9780316693202,2nd Chance,James Patterson,,,,,
446604801,9780446604802,Jack and Jill (Alex Cross),James Patterson,http://www.openisbn.com/cover/0446604801_72.jpg,Vision,480,,
316693324,9780316693325,When The Wind Blows,James Patterson,http://www.openisbn.com/cover/0316693324_72.jpg,Little,,,
316969680,9780316969680,The Beach House,James Patterson,,,,,
446609323,9780446609326,Black Friday,James Patterson,http://www.openisbn.com/cover/0446609323_72.jpg,Vision,480,,
316690619,9780316690614,Cradle And All,James Patterson,http://www.openisbn.com/cover/0316690619_72.jpg,Little Brown And Company,286,,
